h	c	b	a	f	g	e	d	class
13.0	0.225	0.565	0.735	0.5145	0.5675	0.87	2.037	F
6.0	0.05	0.205	0.27	0.0185	0.029	0.03	0.084	I
7.0	0.07	0.225	0.285	0.0185	0.035	0.0425	0.1005	I
5.0	0.085	0.22	0.295	0.027	0.0365	0.0585	0.1285	I
5.0	0.075	0.225	0.3	0.028	0.044	0.057	0.1345	I
5.0	0.065	0.22	0.3	0.0155	0.035	0.052	0.1195	I
6.0	0.085	0.265	0.36	0.0515	0.055	0.0725	0.1895	I
6.0	0.095	0.275	0.37	0.055	0.0825	0.1015	0.257	I
8.0	0.09	0.29	0.39	0.0455	0.078	0.135	0.2745	I
6.0	0.1	0.325	0.435	0.0835	0.105	0.1335	0.342	I
8.0	0.105	0.34	0.44	0.081	0.125	0.123	0.344	I
8.0	0.095	0.32	0.44	0.059	0.1	0.1495	0.3275	I
7.0	0.12	0.345	0.445	0.0825	0.13	0.169	0.4035	I
9.0	0.115	0.37	0.465	0.0935	0.1455	0.1515	0.4075	I
8.0	0.12	0.355	0.465	0.099	0.14	0.2375	0.4975	I
8.0	0.12	0.345	0.47	0.0615	0.125	0.1525	0.3685	I
7.0	0.105	0.365	0.475	0.099	0.127	0.1645	0.4175	I
9.0	0.1	0.335	0.475	0.086	0.135	0.1895	0.4425	I
9.0	0.125	0.35	0.475	0.079	0.1355	0.1905	0.4225	I
8.0	0.125	0.365	0.485	0.0965	0.151	0.163	0.426	I
9.0	0.12	0.39	0.49	0.103	0.1745	0.2205	0.511	I
9.0	0.13	0.405	0.515	0.134	0.195	0.213	0.573	I
8.0	0.14	0.415	0.52	0.1405	0.171	0.2945	0.6385	I
10.0	0.125	0.405	0.525	0.1505	0.168	0.2985	0.657	I
10.0	0.14	0.425	0.525	0.182	0.2225	0.4205	0.8735	F
9.0	0.13	0.425	0.53	0.2005	0.215	0.3905	0.781	I
9.0	0.14	0.42	0.53	0.1855	0.208	0.256	0.6765	I
9.0	0.125	0.41	0.53	0.173	0.215	0.346	0.769	M
11.0	0.125	0.395	0.53	0.108	0.195	0.2975	0.6235	I
7.0	0.14	0.405	0.535	0.156	0.19	0.336	0.7315	M
10.0	0.155	0.45	0.535	0.148	0.2595	0.3655	0.8075	I
9.0	0.14	0.41	0.545	0.15	0.212	0.349	0.737	M
10.0	0.125	0.41	0.545	0.1315	0.205	0.2945	0.654	F
10.0	0.15	0.415	0.55	0.176	0.236	0.3535	0.7915	I
8.0	0.14	0.45	0.55	0.1325	0.24	0.3445	0.753	I
9.0	0.135	0.4	0.55	0.1495	0.221	0.3315	0.717	I
9.0	0.15	0.43	0.555	0.1755	0.247	0.345	0.783	I
9.0	0.145	0.45	0.575	0.18	0.217	0.4675	0.872	I
8.0	0.15	0.44	0.575	0.215	0.239	0.486	0.983	I
11.0	0.155	0.42	0.585	0.2225	0.32	0.437	1.034	F
10.0	0.145	0.465	0.585	0.2145	0.2845	0.4325	0.9855	F
9.0	0.14	0.46	0.585	0.153	0.265	0.326	0.7635	I
8.0	0.135	0.465	0.59	0.199	0.28	0.4235	0.9895	M
10.0	0.135	0.47	0.595	0.184	0.287	0.434	0.9365	I
10.0	0.135	0.44	0.595	0.1715	0.2575	0.5005	0.964	F
10.0	0.155	0.46	0.595	0.24	0.3085	0.4565	1.0455	F
12.0	0.165	0.45	0.595	0.2525	0.279	0.49	1.081	F
10.0	0.16	0.47	0.6	0.2015	0.305	0.441	1.012	M
10.0	0.16	0.5	0.6	0.256	0.309	0.5095	1.122	F
11.0	0.165	0.49	0.605	0.222	0.3555	0.492	1.1245	M
10.0	0.15	0.49	0.605	0.2525	0.35	0.4305	1.1345	F
10.0	0.19	0.45	0.61	0.2495	0.2935	0.517	1.0805	M
9.0	0.165	0.495	0.61	0.273	0.317	0.4525	1.0835	F
11.0	0.175	0.47	0.615	0.287	0.317	0.5675	1.242	M
11.0	0.18	0.5	0.62	0.2795	0.332	0.726	1.3915	M
10.0	0.155	0.525	0.62	0.1965	0.35	0.454	1.085	M
11.0	0.155	0.47	0.62	0.171	0.284	0.447	0.966	I
10.0	0.165	0.48	0.62	0.2575	0.305	0.481	1.0855	M
14.0	0.135	0.485	0.625	0.2675	0.3605	0.61	1.3025	F
11.0	0.16	0.485	0.625	0.257	0.3315	0.5255	1.15	I
11.0	0.17	0.49	0.63	0.212	0.31	0.5515	1.217	I
9.0	0.195	0.505	0.63	0.3305	0.375	0.516	1.306	F
13.0	0.175	0.5	0.64	0.2925	0.405	0.5065	1.273	M
12.0	0.19	0.51	0.645	0.296	0.425	0.6445	1.4865	M
11.0	0.17	0.52	0.65	0.2885	0.36	0.6155	1.3655	M
11.0	0.17	0.495	0.65	0.2305	0.399	0.6215	1.276	M
10.0	0.16	0.495	0.65	0.2695	0.32	0.55	1.2075	M
10.0	0.195	0.52	0.65	0.246	0.3825	0.5985	1.281	F
13.0	0.205	0.525	0.65	0.306	0.4355	0.69	1.4275	M
12.0	0.175	0.51	0.65	0.2025	0.385	0.4955	1.155	M
10.0	0.175	0.51	0.65	0.3155	0.3885	0.575	1.35	F
11.0	0.19	0.525	0.65	0.296	0.4	0.5975	1.3685	M
10.0	0.17	0.53	0.66	0.309	0.398	0.622	1.431	F
10.0	0.18	0.51	0.66	0.2335	0.339	0.5	1.261	M
11.0	0.195	0.54	0.665	0.3615	0.47	0.8505	1.764	F
11.0	0.155	0.51	0.67	0.3045	0.358	0.5605	1.278	F
11.0	0.195	0.54	0.67	0.2735	0.3315	0.532	1.217	M
9.0	0.2	0.54	0.67	0.328	0.4165	0.6435	1.46	F
11.0	0.185	0.535	0.675	0.402	0.4	0.7035	1.5575	F
11.0	0.17	0.51	0.675	0.318	0.341	0.809	1.527	M
9.0	0.195	0.53	0.675	0.375	0.425	0.62	1.4985	F
10.0	0.19	0.55	0.685	0.41	0.4895	0.89	1.885	M
11.0	0.175	0.535	0.685	0.247	0.46	0.637	1.432	M
11.0	0.21	0.55	0.705	0.3255	0.462	0.655	1.4385	M
10.0	0.17	0.53	0.705	0.394	0.44	0.612	1.564	F
11.0	0.175	0.555	0.71	0.3725	0.434	1.2455	2.14	M
11.0	0.185	0.56	0.725	0.367	0.435	0.873	1.792	F
11.0	0.21	0.6	0.78	0.5745	0.6745	1.1945	2.548	M
5.0	0.075	0.13	0.235	0.037	0.0465	0.0685	0.1585	I
7.0	0.1	0.25	0.35	0.063	0.1255	0.1725	0.4015	I
7.0	0.115	0.25	0.36	0.1055	0.128	0.21	0.465	I
7.0	0.095	0.28	0.38	0.0435	0.067	0.165	0.2885	I
7.0	0.115	0.32	0.38	0.1325	0.164	0.323	0.6475	F
9.0	0.13	0.31	0.43	0.163	0.184	0.2735	0.6485	M
9.0	0.105	0.36	0.465	0.159	0.1035	0.22	0.452	I
9.0	0.12	0.355	0.47	0.1125	0.1325	0.1765	0.4915	I
7.0	0.15	0.365	0.485	0.199	0.273	0.4145	0.9145	F
9.0	0.155	0.375	0.495	0.2285	0.2475	0.45	0.976	M
8.0	0.145	0.395	0.5	0.1815	0.2455	0.332	0.7865	I
7.0	0.15	0.4	0.505	0.157	0.185	0.3445	0.775	M
10.0	0.15	0.375	0.51	0.156	0.255	0.3845	0.8415	I
9.0	0.135	0.38	0.51	0.142	0.17	0.3435	0.681	M
9.0	0.115	0.37	0.515	0.155	0.146	0.3415	0.6145	M
9.0	0.18	0.415	0.55	0.301	0.311	0.502	1.1655	F
10.0	0.19	0.42	0.575	0.377	0.4095	0.914	1.764	F
10.0	0.16	0.455	0.605	0.273	0.271	0.533	1.1215	M
10.0	0.165	0.505	0.615	0.2955	0.345	0.4895	1.167	M
9.0	0.15	0.475	0.615	0.2325	0.283	0.476	1.0375	M
10.0	0.18	0.48	0.625	0.2975	0.3375	0.565	1.223	M
9.0	0.15	0.47	0.625	0.2315	0.287	0.556	1.124	M
9.0	0.17	0.505	0.635	0.322	0.355	0.512	1.2635	F
9.0	0.165	0.525	0.65	0.2485	0.3005	0.647	1.238	F
11.0	0.17	0.5	0.65	0.318	0.3235	0.694	1.4045	F
12.0	0.195	0.525	0.67	0.2955	0.407	0.6065	1.37	F
13.0	0.205	0.525	0.695	0.4025	0.4525	0.819	1.8185	F
12.0	0.195	0.555	0.705	0.4215	0.516	0.7105	1.7525	F
5.0	0.065	0.205	0.275	0.021	0.034	0.041	0.101	I
5.0	0.07	0.205	0.285	0.0285	0.034	0.039	0.106	I
7.0	0.085	0.265	0.36	0.037	0.0615	0.0675	0.1865	I
6.0	0.1	0.29	0.385	0.061	0.086	0.1	0.2575	I
6.0	0.1	0.315	0.4	0.0735	0.091	0.143	0.3225	I
7.0	0.095	0.33	0.43	0.065	0.123	0.118	0.32	I
8.0	0.11	0.375	0.435	0.076	0.145	0.17	0.4155	I
7.0	0.115	0.335	0.45	0.071	0.11	0.195	0.3935	I
8.0	0.135	0.355	0.475	0.09	0.1435	0.2145	0.4775	I
8.0	0.11	0.36	0.475	0.099	0.13	0.191	0.452	I
8.0	0.14	0.37	0.485	0.088	0.1465	0.2425	0.5065	I
8.0	0.105	0.395	0.51	0.127	0.165	0.234	0.5525	I
9.0	0.12	0.39	0.515	0.135	0.179	0.235	0.565	I
10.0	0.14	0.41	0.52	0.129	0.1945	0.3395	0.699	I
9.0	0.14	0.4	0.525	0.108	0.21	0.2605	0.6055	I
9.0	0.155	0.425	0.53	0.171	0.2595	0.307	0.7905	M
9.0	0.13	0.425	0.53	0.1395	0.22	0.2975	0.702	M
10.0	0.135	0.42	0.53	0.156	0.1825	0.294	0.675	M
8.0	0.115	0.395	0.53	0.101	0.148	0.2025	0.475	I
11.0	0.15	0.41	0.53	0.1525	0.1895	0.2435	0.612	I
10.0	0.145	0.4	0.535	0.1365	0.22	0.3065	0.705	I
9.0	0.135	0.45	0.535	0.1845	0.265	0.2845	0.728	I
10.0	0.14	0.44	0.555	0.1715	0.2735	0.346	0.846	F
10.0	0.16	0.46	0.555	0.1935	0.275	0.3345	0.86	M
9.0	0.145	0.465	0.56	0.22	0.2695	0.3345	0.8875	M
9.0	0.145	0.43	0.56	0.2325	0.245	0.3895	0.898	F
9.0	0.125	0.43	0.565	0.139	0.21	0.2815	0.6545	I
10.0	0.145	0.45	0.575	0.1505	0.26	0.364	0.795	I
9.0	0.12	0.465	0.575	0.2185	0.235	0.516	1.0535	M
9.0	0.15	0.46	0.575	0.207	0.2985	0.333	0.927	F
9.0	0.14	0.42	0.58	0.102	0.2255	0.3285	0.701	I
8.0	0.155	0.45	0.58	0.1975	0.2445	0.321	0.8275	M
13.0	0.155	0.42	0.585	0.2155	0.2875	0.442	0.9845	F
9.0	0.145	0.47	0.585	0.2365	0.265	0.4025	0.9565	M
9.0	0.125	0.45	0.59	0.1515	0.245	0.437	0.86	I
10.0	0.185	0.48	0.595	0.2975	0.314	0.526	1.1785	M
10.0	0.185	0.48	0.615	0.315	0.33	0.4985	1.2205	M
10.0	0.13	0.455	0.615	0.182	0.2655	0.49	0.9685	M
11.0	0.175	0.5	0.62	0.24	0.343	0.4895	1.107	F
12.0	0.18	0.48	0.62	0.2655	0.306	0.5285	1.1305	I
11.0	0.155	0.48	0.62	0.374	0.3175	0.527	1.2555	M
9.0	0.155	0.495	0.625	0.278	0.345	0.5055	1.177	M
10.0	0.185	0.5	0.625	0.248	0.335	0.5995	1.2425	M
12.0	0.16	0.49	0.63	0.224	0.354	0.407	1.09	M
8.0	0.15	0.475	0.63	0.2975	0.315	0.433	1.072	F
10.0	0.155	0.51	0.645	0.24	0.342	0.5015	1.129	F
10.0	0.175	0.505	0.65	0.262	0.39	0.5105	1.2075	F
11.0	0.175	0.495	0.65	0.258	0.37	0.528	1.227	F
13.0	0.175	0.52	0.655	0.27	0.45	0.6275	1.472	F
14.0	0.18	0.525	0.665	0.229	0.456	0.678	1.5785	F
10.0	0.175	0.52	0.67	0.379	0.374	0.6275	1.4755	M
12.0	0.175	0.54	0.675	0.278	0.512	0.6645	1.5545	M
11.0	0.21	0.54	0.675	0.318	0.45	0.686	1.593	F
13.0	0.2	0.58	0.695	0.478	0.5295	0.675	1.8995	M
10.0	0.175	0.535	0.695	0.2815	0.465	0.5465	1.361	F
11.0	0.17	0.56	0.705	0.318	0.44	0.607	1.4575	F
12.0	0.205	0.58	0.74	0.4695	0.488	0.8155	2.381	M
3.0	0.045	0.155	0.205	0.011	0.014	0.0235	0.0495	I
6.0	0.075	0.23	0.305	0.0305	0.05	0.0595	0.1455	I
7.0	0.06	0.23	0.32	0.0275	0.0355	0.0615	0.129	I
7.0	0.1	0.27	0.355	0.042	0.064	0.11	0.2255	I
9.0	0.11	0.305	0.425	0.0875	0.0975	0.173	0.359	M
8.0	0.095	0.31	0.425	0.071	0.1	0.1645	0.3505	I
8.0	0.115	0.365	0.45	0.121	0.1325	0.318	0.5885	F
10.0	0.13	0.385	0.515	0.1285	0.175	0.2855	0.623	M
8.0	0.135	0.375	0.52	0.117	0.17	0.221	0.5375	F
8.0	0.125	0.4	0.525	0.119	0.175	0.2435	0.5655	I
9.0	0.13	0.445	0.555	0.155	0.24	0.4225	0.8625	M
12.0	0.17	0.49	0.61	0.2825	0.344	0.4605	1.137	F
8.0	0.095	0.26	0.35	0.043	0.07	0.0985	0.221	I
6.0	0.095	0.275	0.38	0.0485	0.21	0.106	0.2425	I
8.0	0.1	0.34	0.46	0.0875	0.0965	0.1805	0.386	I
8.0	0.12	0.355	0.465	0.097	0.1395	0.2725	0.5315	M
8.0	0.12	0.385	0.475	0.0905	0.153	0.289	0.562	M
9.0	0.14	0.445	0.565	0.1605	0.2245	0.406	0.836	M
8.0	0.14	0.45	0.57	0.1605	0.2515	0.477	0.9275	M
10.0	0.145	0.44	0.57	0.1955	0.2735	0.3605	0.8815	M
10.0	0.155	0.46	0.595	0.207	0.3305	0.4275	1.03	M
9.0	0.175	0.48	0.605	0.2305	0.356	0.4815	1.1685	F
9.0	0.135	0.455	0.615	0.263	0.274	0.4735	1.059	F
7.0	0.17	0.46	0.62	0.2635	0.296	0.535	1.127	M
11.0	0.17	0.47	0.625	0.2565	0.3945	0.4605	1.1665	M
10.0	0.185	0.52	0.68	0.395	0.4575	0.5985	1.541	F
11.0	0.195	0.54	0.68	0.3235	0.4285	0.5565	1.7825	M
11.0	0.175	0.52	0.68	0.351	0.374	0.7525	1.543	M
12.0	0.17	0.555	0.71	0.38	0.431	0.5375	1.47	F
14.0	0.12	0.385	0.5	0.125	0.235	0.2305	0.6335	M
10.0	0.175	0.42	0.545	0.1775	0.275	0.256	0.754	F
14.0	0.115	0.365	0.46	0.083	0.17	0.165	0.4485	F
11.0	0.15	0.41	0.535	0.187	0.24	0.345	0.8105	M
6.0	0.075	0.26	0.335	0.04	0.085	0.0855	0.22	M
7.0	0.1	0.35	0.425	0.0755	0.175	0.175	0.4425	F
9.0	0.1	0.325	0.41	0.072	0.105	0.146	0.3555	M
4.0	0.035	0.105	0.17	0.0085	0.005	0.012	0.034	I
8.0	0.095	0.25	0.335	0.0495	0.055	0.0795	0.185	I
8.0	0.125	0.425	0.52	0.205	0.19	0.372	0.79	M
9.0	0.145	0.41	0.53	0.204	0.245	0.375	0.8255	F
11.0	0.125	0.42	0.5	0.15	0.205	0.255	0.62	M
9.0	0.145	0.475	0.615	0.195	0.32	0.3915	0.9525	F
16.0	0.16	0.45	0.575	0.1685	0.27	0.44	0.955	M
14.0	0.155	0.45	0.57	0.1895	0.355	0.326	0.91	M
11.0	0.105	0.35	0.455	0.097	0.145	0.1625	0.416	M
6.0	0.085	0.275	0.37	0.056	0.08	0.096	0.2045	I
9.0	0.125	0.37	0.445	0.087	0.159	0.2495	0.515	M
14.0	0.22	0.535	0.675	0.4255	0.453	0.6175	1.604	F
6.0	0.115	0.3	0.385	0.085	0.1025	0.1645	0.3435	M
7.0	0.11	0.295	0.375	0.0575	0.1035	0.1255	0.3005	F
10.0	0.13	0.44	0.56	0.202	0.285	0.2425	0.8255	M
12.0	0.15	0.41	0.55	0.186	0.275	0.282	0.785	M
9.0	0.155	0.465	0.57	0.261	0.255	0.446	0.9685	F
11.0	0.155	0.4	0.485	0.183	0.255	0.236	0.731	F
8.0	0.115	0.335	0.41	0.085	0.135	0.19	0.4405	M
9.0	0.085	0.255	0.335	0.0405	0.055	0.071	0.1785	I
16.0	0.2	0.515	0.655	0.3375	0.49	0.443	1.373	M
12.0	0.165	0.45	0.565	0.244	0.37	0.322	0.9765	F
9.0	0.19	0.44	0.57	0.207	0.265	0.447	1.018	F
14.0	0.15	0.465	0.55	0.194	0.19	0.3575	1.082	F
14.0	0.175	0.475	0.63	0.3385	0.49	0.4155	1.423	F
10.0	0.125	0.37	0.475	0.1725	0.185	0.266	0.655	M
18.0	0.18	0.5	0.655	0.314	0.445	0.508	1.4155	F
5.0	0.065	0.235	0.32	0.0225	0.05	0.058	0.1385	I
19.0	0.165	0.395	0.525	0.1405	0.285	0.285	0.782	M
10.0	0.165	0.43	0.525	0.1745	0.195	0.289	0.717	F
15.0	0.13	0.39	0.5	0.1635	0.195	0.2505	0.6355	F
8.0	0.135	0.34	0.44	0.0945	0.135	0.1505	0.3975	F
9.0	0.16	0.385	0.49	0.171	0.205	0.2455	0.656	F
15.0	0.165	0.44	0.545	0.204	0.25	0.2875	0.744	M
12.0	0.11	0.36	0.45	0.082	0.13	0.203	0.447	F
9.0	0.115	0.4	0.515	0.1445	0.17	0.191	0.578	F
5.0	0.075	0.25	0.33	0.035	0.05	0.056	0.1405	I
12.0	0.15	0.41	0.525	0.151	0.25	0.274	0.708	F
9.0	0.09	0.225	0.295	0.046	0.05	0.048	0.1385	M
16.0	0.16	0.45	0.545	0.1545	0.365	0.2925	0.8615	M
15.0	0.225	0.5	0.645	0.4055	0.41	0.587	1.626	F
10.0	0.115	0.355	0.45	0.1185	0.155	0.18	0.478	M
15.0	0.17	0.49	0.61	0.2385	0.295	0.5655	1.1775	F
7.0	0.1	0.3	0.38	0.056	0.09	0.1305	0.286	I
10.0	0.13	0.455	0.565	0.2645	0.3	0.439	1.058	F
15.0	0.16	0.545	0.67	0.2565	0.495	0.5985	1.5415	F
10.0	0.12	0.425	0.54	0.153	0.195	0.2945	0.817	M
9.0	0.075	0.225	0.29	0.059	0.045	0.071	0.152	I
7.0	0.105	0.33	0.41	0.074	0.11	0.1525	0.335	I
7.0	0.12	0.375	0.46	0.088	0.17	0.2205	0.4915	F
9.0	0.155	0.44	0.56	0.263	0.255	0.4315	0.9705	F
12.0	0.1	0.45	0.575	0.222	0.235	0.431	0.9315	F
12.0	0.2	0.5	0.62	0.263	0.43	0.4605	1.221	M
16.0	0.14	0.4	0.515	0.184	0.185	0.2955	0.7365	M
12.0	0.18	0.46	0.56	0.196	0.355	0.342	0.97	F
13.0	0.15	0.4	0.5	0.112	0.295	0.273	0.8085	F
9.0	0.125	0.355	0.435	0.074	0.165	0.1535	0.4075	I
12.0	0.135	0.38	0.495	0.1425	0.215	0.263	0.6295	M
13.0	0.18	0.5	0.595	0.192	0.39	0.4405	1.053	F
14.0	0.19	0.575	0.76	0.386	0.56	0.7035	1.829	M
17.0	0.165	0.5	0.615	0.244	0.345	0.488	1.1765	F
10.0	0.15	0.46	0.565	0.1925	0.275	0.3455	0.8765	F
4.0	0.035	0.105	0.14	0.0035	0.005	0.005	0.0145	I
15.0	0.14	0.345	0.445	0.1015	0.1085	0.2055	0.476	M
12.0	0.125	0.43	0.525	0.166	0.1775	0.3315	0.813	F
4.0	0.02	0.12	0.16	0.0045	0.005	0.0075	0.018	I
16.0	0.235	0.48	0.635	0.228	0.36	0.413	1.064	M
16.0	0.165	0.47	0.575	0.179	0.35	0.292	0.853	M
6.0	0.095	0.27	0.38	0.0515	0.07	0.0835	0.219	M
4.0	0.065	0.18	0.245	0.0135	0.02	0.0245	0.0635	M
13.0	0.15	0.39	0.48	0.134	0.185	0.276	0.6275	I
9.0	0.135	0.365	0.455	0.1165	0.145	0.1515	0.441	I
10.0	0.125	0.375	0.455	0.111	0.12	0.1985	0.458	F
13.0	0.135	0.355	0.455	0.0935	0.168	0.1865	0.4745	M
10.0	0.1	0.27	0.355	0.037	0.075	0.083	0.216	I
15.0	0.14	0.405	0.52	0.146	0.205	0.2865	0.6765	I
11.0	0.145	0.4	0.54	0.181	0.215	0.315	0.757	I
19.0	0.14	0.39	0.52	0.144	0.26	0.2415	0.7325	I
11.0	0.165	0.445	0.56	0.253	0.275	0.4535	1.0285	I
10.0	0.16	0.41	0.52	0.153	0.225	0.2845	0.712	F
13.0	0.19	0.46	0.615	0.226	0.33	0.4335	1.066	I
18.0	0.19	0.49	0.645	0.3565	0.345	0.479	1.3065	F
11.0	0.135	0.43	0.565	0.1775	0.275	0.321	0.8545	I
8.0	0.085	0.23	0.295	0.0285	0.043	0.042	0.125	M
10.0	0.095	0.28	0.375	0.043	0.08	0.0875	0.2225	M
10.0	0.14	0.4	0.525	0.16	0.253	0.2405	0.6955	I
12.0	0.08	0.28	0.395	0.066	0.09	0.0995	0.266	M
20.0	0.165	0.4	0.5	0.1455	0.225	0.27	0.7105	F
8.0	0.115	0.35	0.47	0.127	0.155	0.1955	0.487	F
14.0	0.16	0.42	0.58	0.19	0.19	0.2725	0.728	I
12.0	0.155	0.38	0.5	0.156	0.18	0.2745	0.6675	I
10.0	0.22	0.55	0.725	0.4405	0.655	0.7735	2.0495	I
16.0	0.215	0.515	0.65	0.323	0.425	0.564	1.498	F
21.0	0.185	0.535	0.67	0.35	0.47	0.6275	1.597	F
17.0	0.165	0.44	0.55	0.169	0.3	0.312	0.8605	I
11.0	0.115	0.37	0.49	0.1175	0.185	0.171	0.541	F
6.0	0.06	0.18	0.235	0.0145	0.018	0.022	0.058	I
5.0	0.08	0.175	0.235	0.0175	0.0215	0.0215	0.0645	I
11.0	0.115	0.41	0.52	0.157	0.26	0.263	0.77	M
13.0	0.115	0.4	0.475	0.1025	0.21	0.186	0.541	F
13.0	0.11	0.425	0.53	0.161	0.295	0.237	0.739	M
10.0	0.065	0.275	0.35	0.0465	0.07	0.0745	0.205	F
14.0	0.145	0.42	0.555	0.2575	0.25	0.3075	0.8695	M
11.0	0.105	0.39	0.505	0.18	0.19	0.2595	0.6555	M
15.0	0.16	0.44	0.54	0.2295	0.355	0.391	1.0905	F
11.0	0.115	0.4	0.525	0.144	0.18	0.2555	0.6295	F
14.0	0.175	0.45	0.55	0.215	0.4	0.3765	1.0985	M
20.0	0.16	0.44	0.55	0.168	0.375	0.348	0.991	M
6.0	0.065	0.175	0.235	0.02	0.019	0.0205	0.0615	I
13.0	0.165	0.41	0.525	0.1985	0.25	0.2635	0.8005	M
16.0	0.14	0.365	0.475	0.1445	0.19	0.202	0.6175	M
12.0	0.165	0.4	0.53	0.1975	0.23	0.2855	0.772	F
13.0	0.15	0.415	0.525	0.171	0.27	0.2355	0.7155	F
13.0	0.13	0.425	0.53	0.166	0.255	0.2115	0.717	F
13.0	0.11	0.39	0.465	0.157	0.225	0.1815	0.6355	F
5.0	0.08	0.235	0.315	0.045	0.047	0.08	0.18	I
8.0	0.12	0.355	0.465	0.0915	0.184	0.255	0.5805	I
7.0	0.105	0.385	0.485	0.104	0.133	0.296	0.556	M
9.0	0.12	0.385	0.49	0.1125	0.1775	0.271	0.591	I
12.0	0.14	0.395	0.515	0.1255	0.22	0.281	0.686	F
10.0	0.155	0.44	0.555	0.1855	0.263	0.4935	1.016	F
9.0	0.18	0.5	0.61	0.3735	0.3345	0.5185	1.438	F
11.0	0.19	0.55	0.68	0.3655	0.515	0.8225	1.807	F
11.0	0.195	0.55	0.69	0.38	0.4305	0.769	1.777	M
10.0	0.205	0.55	0.695	0.4665	0.496	1.133	2.173	M
10.0	0.195	0.575	0.72	0.382	0.585	1.0745	2.1505	F
4.0	0.075	0.205	0.27	0.031	0.0305	0.059	0.118	I
5.0	0.06	0.19	0.27	0.017	0.03	0.0445	0.099	I
6.0	0.07	0.22	0.295	0.0295	0.035	0.0575	0.1365	I
6.0	0.065	0.22	0.295	0.028	0.035	0.052	0.1295	I
6.0	0.07	0.23	0.315	0.04	0.045	0.0625	0.164	I
6.0	0.095	0.29	0.375	0.0605	0.08	0.123	0.2875	I
6.0	0.09	0.3	0.38	0.0625	0.082	0.1655	0.277	I
6.0	0.09	0.285	0.385	0.066	0.07	0.0935	0.248	I
6.0	0.095	0.295	0.4	0.0575	0.066	0.1105	0.252	I
8.0	0.12	0.315	0.415	0.087	0.097	0.199	0.4015	M
7.0	0.1	0.33	0.415	0.0755	0.1025	0.1925	0.3905	I
8.0	0.115	0.32	0.42	0.0935	0.105	0.2055	0.409	I
6.0	0.135	0.33	0.44	0.1005	0.119	0.163	0.4095	I
7.0	0.135	0.35	0.45	0.0945	0.1405	0.2205	0.494	I
7.0	0.12	0.35	0.475	0.13	0.135	0.2035	0.4905	I
8.0	0.12	0.39	0.485	0.1345	0.169	0.251	0.599	M
6.0	0.115	0.375	0.495	0.143	0.155	0.282	0.6245	M
7.0	0.115	0.41	0.525	0.163	0.18	0.416	0.7745	F
8.0	0.15	0.455	0.565	0.205	0.275	0.444	0.9795	M
6.0	0.15	0.435	0.58	0.1925	0.2515	0.363	0.8915	I
6.0	0.125	0.45	0.585	0.2075	0.225	0.3545	0.874	F
10.0	0.155	0.465	0.6	0.2455	0.33	0.6245	1.262	M
11.0	0.185	0.48	0.63	0.2555	0.322	0.53	1.21	M
10.0	0.17	0.525	0.645	0.283	0.34	0.6135	1.37	F
11.0	0.185	0.545	0.655	0.313	0.547	0.6865	1.759	F
8.0	0.165	0.515	0.665	0.302	0.3445	0.621	1.3855	M
11.0	0.195	0.52	0.67	0.3735	0.5055	0.758	1.8065	F
10.0	0.2	0.51	0.67	0.3845	0.4505	0.6705	1.5945	M
9.0	0.18	0.51	0.685	0.3105	0.3725	0.6315	1.4545	M
10.0	0.23	0.6	0.7	0.4045	0.5755	0.8105	2.003	M
12.0	0.235	0.6	0.72	0.411	0.621	0.984	2.2385	M
4.0	0.045	0.135	0.185	0.0065	0.01	0.011	0.032	I
5.0	0.055	0.175	0.245	0.018	0.02	0.04	0.0785	I
6.0	0.0	0.23	0.315	0.0285	0.3505	0.0575	0.134	I
6.0	0.09	0.27	0.36	0.039	0.062	0.098	0.2075	I
6.0	0.08	0.28	0.375	0.043	0.055	0.115	0.2235	I
6.0	0.095	0.31	0.415	0.057	0.083	0.181	0.34	I
7.0	0.135	0.35	0.455	0.0855	0.1325	0.2855	0.5365	I
6.0	0.105	0.35	0.48	0.127	0.135	0.352	0.635	I
8.0	0.125	0.375	0.485	0.1345	0.1525	0.2505	0.562	I
8.0	0.125	0.39	0.51	0.1265	0.1555	0.293	0.597	I
10.0	0.125	0.395	0.52	0.1265	0.17	0.2565	0.5815	M
9.0	0.14	0.43	0.555	0.1835	0.2015	0.3525	0.7545	F
9.0	0.15	0.465	0.585	0.2545	0.247	0.4315	0.98	M
11.0	0.15	0.46	0.585	0.2105	0.2515	0.503	1.0035	F
12.0	0.155	0.455	0.585	0.223	0.305	0.5515	1.133	M
8.0	0.16	0.49	0.61	0.246	0.265	0.597	1.146	M
9.0	0.15	0.475	0.61	0.237	0.245	0.62	1.142	M
9.0	0.17	0.53	0.615	0.2095	0.286	0.5775	1.12	M
8.0	0.14	0.465	0.62	0.2385	0.255	0.479	1.011	F
8.0	0.175	0.505	0.625	0.2265	0.323	0.5425	1.131	M
10.0	0.175	0.48	0.625	0.259	0.285	0.4865	1.065	M
10.0	0.145	0.48	0.635	0.229	0.225	0.665	1.181	M
9.0	0.175	0.525	0.64	0.3115	0.37	0.646	1.382	F
11.0	0.19	0.505	0.66	0.285	0.178	0.6775	1.4385	M
8.0	0.155	0.485	0.66	0.274	0.3	0.61	1.2275	M
10.0	0.155	0.515	0.66	0.3555	0.335	0.7055	1.4415	M
